Gender,Age,Height,Weight,BMR,Calories
1,22,163,50,1247.75,1715.661
0,21,175,80,1793.75,3094.221
0,21,178,72,1732.5,2079
1,24,152,65,1319,1582.8
0,22,168,66,1605,2487.753
0,24,165,70,1616.25,3070.87
1,22,170,70,1491.5,2311.825
0,27,175,116,2123.75,2548.498
1,23,152,43,1104,1324.8
0,22,175,60,1588.75,2462.557
1,21,142,55,1171.5,1610.818
1,22,152,50,1179,1414.8
0,20,168,70,1655,1986
0,23,170,56,1512.5,1815
1,28,157,95,1630.25,1956.302
1,29,168,108,1824,2188.8
1,30,140,85,1414,1696.8
1,28,157,76,1440.25,1728.302
0,28,175,82,1778.75,2445.782
0,25,168,95,1880,2256
0,30,175,107,2018.75,2775.782
0,22,178,89,1897.5,2609.065
0,21,173,51,1491.25,1789.502
0,29,155,108,1908.75,2290.498
0,25,155,103,1878.75,2254.498
0,40,157,90,1686.25,2023.502
0,21,173,110,2081.25,2497.502
1,24,152,54,1209,1873.953
0,24,170,81,1757.5,3339.244
0,35,163,111,1958.75,2350.498
1,22,155,95,1647.75,2265.658
0,23,165,109,2011.25,2413.502
0,30,165,98,1866.25,2239.502
1,46,147,72,1247.75,1497.298
0,26,173,93,1886.25,2923.684
1,49,157,68,1255.25,1506.302
0,21,175,75,1743.75,3313.13
1,20,155,54,1247.75,1497.298
0,18,165,112,2066.25,2479.502
0,34,165,50,1366.25,1639.502
0,25,183,68,1703.75,2044.498
1,24,157,72,1420.25,1704.302
1,21,157,58,1295.25,2460.972
0,28,173,90,1846.25,2538.596
0,26,175,108,2048.75,2458.498
0,23,168,92,1860,2557.502
0,20,163,68,1603.75,2205.157
0,52,168,50,1295,1554
0,27,165,72,1621.25,1945.502
0,21,170,85,1812.5,2492.185
1,25,157,75,1445.25,1734.302
1,16,152,48,1189,1426.8
1,22,170,58,1371.5,1645.8
0,27,180,109,2085,2866.87
1,45,142,57,1071.5,1473.31
0,23,178,110,2102.5,3626.818
0,24,178,126,2257.5,2709
1,20,163,49,1247.75,1497.298
1,29,152,76,1404,1684.8
0,46,168,52,1345,1614
1,35,155,77,1402.75,1683.298
1,20,163,63,1387.75,1908.157
1,27,152,74,1394,1672.8
0,22,160,108,1975,2370
0,34,160,96,1795,2154
1,23,140,72,1319,1582.8
0,27,170,51,1442.5,1731
1,28,145,87,1475.25,1770.302
0,23,168,74,1680,2604
1,22,160,63,1359,1630.8
0,25,173,73,1691.25,2029.502
0,25,157,89,1751.25,2101.502
1,21,147,40,1052.75,1447.531
0,23,175,66,1643.75,2260.163
1,21,155,56,1262.75,1515.298
0,21,165,56,1491.25,1789.502
0,22,168,56,1505,1806
0,43,178,90,1802.5,2478.443
0,23,170,75,1702.5,2340.935
1,21,135,45,1027.75,1233.298
0,23,170,74,1692.5,2031
1,28,157,45,1130.25,1356.302
0,22,163,110,2013.75,2416.498
0,23,168,67,1610,2213.756
1,20,157,42,1140.25,1368.302
0,18,165,47,1416.25,2195.185
0,28,170,53,1457.5,1749
0,27,163,45,1338.75,1606.498
1,58,160,78,1329,1594.8
0,24,165,119,2106.25,2527.502
0,23,178,73,1732.5,2079
0,29,173,51,1451.25,1741.502
1,23,163,50,1242.75,1491.298
1,27,165,100,1735.25,2082.298
1,23,163,91,1652.75,1983.298
1,18,145,72,1375.25,1650.302
0,23,163,49,1398.75,1678.498
1,18,163,45,1217.75,1461.298
1,41,145,101,1550.25,1860.302
0,24,170,58,1527.5,2100.31
1,22,173,80,1610.25,2214.095
0,21,165,104,1971.25,2710.469
1,18,155,83,1547.75,1857.298
1,30,160,45,1139,1366.8
1,24,155,63,1317.75,1581.298
0,26,168,89,1815,2178
0,17,168,55,1520,2888.003
1,22,152,75,1429,1714.8
0,25,168,117,2100,2520
0,29,165,97,1861.25,2233.502
0,23,165,65,1571.25,2435.437
0,23,157,45,1321.25,1585.502
1,49,157,45,1025.25,1230.302
1,27,168,45,1204,1444.8
1,16,160,60,1359,1630.8
0,22,165,63,1556.25,1867.502
1,55,142,110,1551.5,1861.8
0,30,165,107,1956.25,2347.502
1,47,160,105,1654,1984.8
0,17,168,70,1670,2296.25
0,29,165,98,1871.25,2245.502
0,37,165,102,1871.25,2245.502
1,22,135,71,1282.75,1539.298
1,25,155,87,1552.75,1863.298
1,22,130,57,1111.5,1722.819
1,39,152,63,1224,1683
0,25,180,65,1655,2565.248
1,22,160,60,1329,1594.8
0,35,173,55,1461.25,1753.502
0,22,180,81,1830,3477
0,20,173,68,1666.25,1999.502
0,39,152,92,1680,2016
0,25,168,65,1580,1896
0,15,165,78,1741.25,2089.502
0,18,163,43,1363.75,1636.498
1,22,160,70,1429,2715.099
0,34,163,99,1843.75,2212.498
0,23,180,63,1645,2549.756
0,23,170,65,1602.5,2203.44
0,23,165,75,1671.25,2005.502
1,50,163,49,1097.75,1317.298
0,22,173,75,1726.25,2675.69
0,24,165,88,1796.25,2155.502
0,22,180,98,2000,2750.003
1,22,168,150,2279,2734.8
0,23,175,56,1543.75,1852.498
1,23,157,45,1155.25,1386.302
0,22,170,76,1717.5,2061
0,25,178,132,2312.5,2775
0,48,173,55,1396.25,1675.502
0,43,155,87,1628.75,1954.498
1,22,142,54,1156.5,1387.8
0,23,165,49,1411.25,1693.502
0,33,173,105,1971.25,2365.502
1,36,142,92,1466.5,1759.8
1,23,165,57,1325.25,1590.302
1,29,142,92,1501.5,1801.8
0,21,168,69,1640,3116.003
0,22,165,53,1456.25,1747.502
0,47,157,67,1421.25,1705.502
1,22,160,42,1149,1378.8
1,23,163,58,1322.75,1587.298
1,35,142,73,1281.5,1537.8
0,22,168,80,1745,3315.505
0,40,173,54,1426.25,1711.502
0,22,165,55,1476.25,2029.837
1,39,163,49,1152.75,1383.298
0,33,163,99,1848.75,2218.498
0,36,168,85,1725,2975.628
0,23,175,98,1963.75,2700.157
0,27,168,50,1420,1704
1,21,157,58,1295.25,1554.302
0,22,165,78,1706.25,2047.502
0,23,173,80,1771.25,2435.466
0,21,183,70,1743.75,2092.498
0,22,188,98,2050,2460
0,32,163,99,1853.75,2224.498
1,18,163,50,1267.75,1521.298
1,27,137,72,1280.25,1536.302
0,23,175,60,1583.75,3009.124
0,19,180,86,1895,2274
0,50,155,88,1603.75,1924.498
1,20,132,76,1324,1588.8
0,22,180,97,1990,2388
1,21,152,62,1304,1564.8
0,23,168,46,1400,1680
0,22,165,113,2056.25,2467.502
1,26,145,85,1465.25,1758.302
0,25,160,42,1300,1560
0,24,163,70,1603.75,2205.157
1,23,165,111,1865.25,2238.298
1,22,160,38,1109,1330.8
1,21,175,70,1527.75,2100.658
0,20,173,53,1516.25,1819.502
0,22,175,69,1678.75,2014.498
0,21,178,120,2212.5,2655
0,23,163,89,1798.75,2473.283
0,24,165,119,2106.25,2527.502
0,23,165,57,1491.25,1789.502
1,23,160,63,1354,1861.75
1,19,152,72,1414,1696.8
1,22,160,62,1349,2090.95
0,22,163,47,1383.75,1660.498
0,22,163,86,1773.75,2438.905
0,29,170,104,1962.5,2355
1,45,157,88,1475.25,1770.302
0,23,173,67,1641.25,1969.502
0,28,152,88,1695,2034
0,21,157,66,1541.25,1849.502
1,52,152,69,1219,1462.8
1,23,157,78,1485.25,1782.302
0,26,175,105,2018.75,3129.062
0,31,160,117,2020,2424
1,21,163,46,1212.75,1455.298
0,21,168,62,1570,1884
0,23,168,91,1850,2543.756
0,22,170,85,1807.5,2169
1,20,163,85,1607.75,1929.298
1,28,155,75,1417.75,1701.298
1,27,152,95,1604,1924.8
0,18,163,79,1723.75,2068.498
0,22,175,80,1788.75,2146.498
1,23,157,55,1255.25,2384.975
0,28,168,60,1515,1818
0,20,165,77,1706.25,2346.095
0,28,170,50,1427.5,1713
0,25,157,45,1311.25,1573.502
0,21,165,60,1531.25,2373.443
1,28,140,71,1284,1540.8
0,19,168,105,2010,2412
0,23,180,70,1715,2358.124
1,31,150,50,1121.5,1934.582
1,48,140,71,1184,1420.8
1,24,152,65,1319,1813.622
1,21,145,80,1440.25,1728.302
1,33,155,100,1642.75,1971.298
1,37,155,98,1602.75,1923.298
1,16,160,80,1559,1870.8
0,23,170,100,1952.5,2684.69
0,22,180,65,1670,2296.25
0,30,173,63,1566.25,1879.502
1,49,157,83,1405.25,1686.302
1,56,155,62,1147.75,1377.298
1,23,155,98,1672.75,2007.298
1,32,140,56,1114,1726.705
0,25,173,51,1471.25,1765.502
1,22,145,66,1295.25,1554.302
1,30,163,45,1157.75,1389.298
0,20,157,88,1766.25,2119.502
0,27,173,94,1891.25,2269.502
1,28,142,79,1376.5,1651.8
1,21,157,56,1275.25,1530.302
1,22,157,50,1210.25,1664.098
1,18,160,78,1529,1834.8
0,23,175,78,1763.75,3351.124
0,21,160,42,1320,1584
1,21,152,64,1324,1588.8
1,23,155,79,1482.75,1779.298
0,28,157,87,1716.25,2059.502
0,25,160,105,1930,2316
1,28,142,88,1466.5,1759.8
0,26,142,65,1412.5,2189.375
0,23,173,101,1981.25,2377.502
0,22,165,55,1476.25,1771.502
0,22,170,56,1517.5,2086.56
1,23,155,89,1582.75,1899.298
1,23,155,40,1092.75,1311.298
0,23,165,115,2071.25,2485.502
1,31,152,73,1364,1636.8
0,23,180,93,1945,3355.121
0,59,168,80,1560,2964
0,70,168,77,1475,1770
0,22,185,87,1921.25,2305.502
0,17,170,68,1662.5,1995
0,21,175,70,1693.75,2032.498
0,26,163,103,1923.75,2308.498
0,34,152,83,1615,1938
1,20,152,48,1169,1402.8
0,24,163,42,1323.75,1588.498
1,27,165,87,1605.25,1926.302
0,22,165,50,1426.25,1711.502
1,49,145,100,1500.25,1800.302
0,21,163,55,1468.75,1762.498
0,26,170,69,1627.5,2237.818
0,26,168,92,1845,2536.87
0,25,155,114,1988.75,2386.498
0,28,160,50,1365,1638
0,29,173,52,1461.25,1753.502
0,20,165,41,1346.25,1615.502
0,21,180,83,1855,2226
1,24,160,47,1189,1426.8
0,25,168,102,1950,2340
0,22,168,70,1645,1974
0,20,168,45,1405,1686
0,20,170,52,1487.5,1785
1,22,165,52,1280.25,1536.302
1,27,157,77,1455.25,1746.302
0,36,157,89,1696.25,2035.502
1,25,163,42,1152.75,1383.298
1,22,155,64,1337.75,1605.298
0,16,173,85,1856.25,2552.342
0,24,168,59,1525,1830
1,36,152,82,1429,1714.8
1,34,155,46,1097.75,1317.298
1,22,160,80,1529,1834.8
1,20,168,85,1639,2253.625
1,30,145,74,1335.25,1602.302
1,22,160,51,1239,1486.8
0,38,160,91,1725,2070
0,28,157,90,1746.25,2095.502
0,23,168,88,1820,2502.501
1,22,163,56,1307.75,1569.298
1,26,142,60,1196.5,1435.8
0,29,152,79,1600,1920
0,33,168,49,1380,1656
0,25,168,126,2190,2628
1,21,163,40,1152.75,1383.298
0,23,160,81,1700,2040
1,27,168,56,1314,1576.8
0,28,183,140,2408.75,2890.498
1,21,160,56,1294,1552.8
1,24,160,63,1349,2563.105
1,25,165,70,1445.25,2240.135
0,43,160,68,1470,1764
0,35,165,49,1351.25,1621.502
0,30,170,94,1857.5,2229
0,22,168,65,1595,1914
1,41,140,70,1209,1450.8
1,20,165,65,1420.25,2201.388
1,22,145,88,1515.25,1818.302
1,21,157,52,1235.25,1914.637
0,24,173,95,1916.25,2634.84
0,26,170,91,1847.5,2217
1,25,165,58,1325.25,1590.302
0,23,180,65,1665,3163.502
1,27,160,94,1644,1972.8
1,24,152,98,1649,1978.8
1,27,157,74,1425.25,1710.302
0,38,173,108,1976.25,2371.502
0,31,165,47,1351.25,1621.502
0,21,170,111,2072.5,2487
0,23,183,86,1893.75,2603.905
0,23,175,66,1643.75,2260.163
0,23,163,45,1358.75,1630.498
0,22,185,84,1891.25,2269.502
0,22,168,50,1445,1734
0,23,180,79,1805,2166
0,29,168,64,1550,2131.25
0,21,165,73,1661.25,3156.372
0,24,157,114,2006.25,2407.502
1,39,163,47,1132.75,1359.298
1,25,168,64,1404,1684.8
1,18,165,47,1250.25,1719.095
0,22,178,92,1927.5,2313
0,16,173,81,1816.25,3450.873
1,27,152,63,1284,1540.8
1,53,152,76,1284,1540.8
0,23,170,63,1582.5,1899
1,38,152,96,1559,1870.8
0,23,165,87,1791.25,2149.502
1,51,157,78,1345.25,1614.302
0,30,173,99,1926.25,2648.59
1,21,160,58,1314,1576.8
1,26,157,59,1280.25,2208.43
1,45,142,110,1601.5,1921.8
1,27,157,75,1435.25,1722.302
1,28,163,55,1267.75,1521.298
0,21,168,45,1400,1680
0,23,168,84,1780,2136
0,22,157,88,1756.25,2107.502
0,26,178,76,1747.5,2708.628
0,24,180,80,1810,2172
1,23,152,65,1324,1588.8
0,20,180,76,1790,2148
0,22,168,52,1465,1758
0,22,178,73,1737.5,2389.059
1,24,163,54,1277.75,1533.298
0,50,173,110,1936.25,2323.502
0,19,173,73,1721.25,2969.16
0,37,155,88,1668.75,2002.498
1,25,145,93,1550.25,1860.302
0,23,168,47,1410,1692
1,27,152,71,1364,1636.8
0,22,160,98,1875,2250
1,40,145,75,1295.25,1554.302
0,23,173,75,1721.25,2065.502
0,21,180,69,1715,2058
1,33,152,99,1614,1936.8
0,28,165,50,1396.25,1675.502
1,29,157,68,1355.25,2337.807
0,25,165,80,1711.25,3251.375
1,22,145,65,1285.25,1542.302
0,25,160,41,1290,1548
1,49,165,47,1095.25,1505.967
1,31,155,77,1422.75,1707.298
0,25,163,75,1648.75,2555.557
0,27,170,48,1412.5,2683.75
0,22,175,120,2188.75,3009.534
1,22,163,56,1307.75,1798.163
0,30,175,128,2228.75,2674.498
1,25,152,93,1594,1912.8
1,22,163,85,1597.75,2196.902
1,26,165,70,1440.25,2484.43
0,23,165,85,1771.25,2125.502
0,23,175,78,1763.75,2425.163
1,15,163,52,1302.75,2019.265
1,43,135,77,1237.75,1701.902
1,35,165,70,1395.25,2162.64
0,25,163,110,1998.75,2398.498
1,21,165,69,1455.25,1746.302
0,25,157,102,1881.25,2257.502
1,21,155,80,1502.75,1803.298
0,25,165,65,1561.25,2693.16
0,25,165,117,2081.25,2497.502
0,30,157,89,1726.25,2071.502
0,28,157,94,1786.25,2143.502
0,24,155,112,1973.75,2368.498
1,26,168,65,1409,2183.95
0,24,165,91,1826.25,2191.502
0,33,165,50,1371.25,1645.502
0,20,155,43,1303.75,1564.498
1,26,142,95,1546.5,1855.8
1,21,152,43,1114,1726.705
1,20,147,36,1017.75,1399.407
0,24,165,119,2106.25,2527.502
1,32,163,46,1157.75,1389.298
0,65,165,67,1381.25,2624.375
0,24,165,47,1386.25,1663.502
0,53,160,85,1590,1908
0,23,178,90,1902.5,2948.876
1,22,155,85,1547.75,1857.298
1,32,145,63,1215.25,1458.302
1,38,155,75,1367.75,1641.298
0,25,165,112,2031.25,2437.502
1,20,145,71,1355.25,1626.302
0,27,168,63,1550,2402.495
1,23,168,46,1234,1480.8
0,24,163,45,1353.75,1624.498
0,25,170,80,1742.5,2700.873
0,22,180,80,1820,2502.501
0,24,178,92,1917.5,2301
1,24,160,60,1319,2044.448
0,22,173,51,1486.25,1783.502
1,21,155,57,1272.75,2195.495
1,40,173,67,1390.25,1911.596
0,22,163,82,1733.75,2080.498
0,22,157,114,2016.25,2419.502
0,22,175,78,1768.75,2122.498
0,50,163,60,1373.75,1648.498
1,21,163,45,1202.75,1443.298
1,22,168,49,1269,1522.8
1,21,163,65,1402.75,1683.298
1,26,160,46,1169,1607.375
1,25,145,90,1520.25,1824.302
0,25,168,40,1330,1596
0,28,178,126,2237.5,3076.56
0,30,168,47,1375,1650
0,24,165,98,1896.25,2275.502
0,23,165,45,1371.25,1645.502
0,24,157,100,1866.25,2239.502
0,22,173,86,1836.25,2203.502
0,46,170,53,1367.5,1641
0,25,157,103,1891.25,2269.502
1,32,152,40,1029,1234.8
0,23,165,65,1571.25,1885.502
1,37,157,79,1425.25,1710.302
0,25,173,63,1591.25,1909.502
0,27,170,98,1912.5,2295
1,22,157,48,1190.25,1428.302
0,22,145,69,1491.25,2050.469
1,22,168,73,1509,1810.8
0,23,160,85,1740,2392.498
1,29,152,77,1414,1696.8
0,28,165,50,1396.25,1675.502
0,23,178,87,1872.5,2247
0,23,180,89,1905,3619.502
0,21,168,55,1500,1800
0,22,170,99,1947.5,2337
0,24,170,99,1937.5,2325
0,23,165,50,1421.25,1705.502
1,38,137,91,1415.25,1698.302
0,22,168,45,1395,1674
0,22,173,70,1676.25,2011.502
1,22,152,47,1149,2183.102
0,28,168,72,1635,1962
0,20,178,84,1857.5,2229
0,30,168,85,1755,2413.13
1,27,163,70,1422.75,1707.298
0,29,163,45,1328.75,1594.498
0,24,165,75,1666.25,1999.502
0,24,163,43,1333.75,1600.498
1,27,145,95,1560.25,1872.302
0,23,173,62,1591.25,1909.502
0,23,160,76,1650,1980
0,25,163,97,1868.75,2242.498
0,29,168,91,1820,2184
1,23,155,42,1112.75,1335.298
0,27,170,78,1712.5,2055
0,23,163,79,1698.75,2335.779
1,33,155,69,1332.75,1599.298
0,22,180,65,1670,2004
0,43,175,90,1783.75,3389.127
1,22,170,73,1521.5,1825.8
0,23,173,55,1521.25,2091.72
1,45,155,65,1232.75,1479.298
0,24,163,45,1353.75,1624.498
0,24,163,109,1993.75,2392.498
1,20,157,52,1240.25,1705.345
0,21,175,71,1703.75,2044.498
0,22,175,115,2138.75,2566.498
1,35,130,68,1156.5,1387.8
1,25,152,93,1594,1912.8
0,24,163,115,2053.75,2464.498
0,19,152,94,1800,2160
0,22,168,70,1645,1974
0,23,160,40,1290,1548
0,23,168,119,2130,2556
0,25,165,90,1811.25,2490.472
1,22,142,83,1446.5,1735.8
1,28,145,95,1555.25,1866.302
1,34,163,68,1367.75,2359.37
1,36,142,96,1506.5,1807.8
1,21,155,48,1182.75,2247.219
1,22,165,65,1410.25,2432.677
1,20,165,70,1470.25,1764.302
0,17,170,56,1542.5,2930.756
1,42,155,64,1237.75,1485.298
0,20,178,67,1687.5,2320.316
0,23,170,92,1872.5,2574.687
0,23,178,72,1722.5,3272.756
0,28,173,75,1696.25,2629.188
1,21,157,57,1285.25,1767.215
0,20,178,85,1867.5,2241
0,32,160,118,2025,2430
0,25,163,102,1918.75,2302.498
1,43,165,87,1525.25,1830.302
0,24,175,85,1828.75,2834.557
0,20,168,51,1465,1758
1,18,165,85,1630.25,1956.302
0,23,183,99,2023.75,2428.498
0,23,178,63,1632.5,2530.378
0,37,157,102,1821.25,2185.502
0,20,170,45,1417.5,1701
0,23,170,68,1632.5,2816.065
1,22,152,58,1259,1510.8
1,29,142,80,1381.5,1657.8
1,22,157,45,1160.25,1392.302
1,20,157,55,1270.25,1524.302
0,25,165,90,1811.25,2490.472
0,19,160,69,1600,2199.997
1,22,152,58,1259,1510.8
1,24,157,90,1600.25,1920.302
1,25,168,64,1404,1684.8
0,24,180,94,1950,2340
0,58,155,88,1563.75,1876.498
0,23,173,93,1901.25,2281.502
0,21,168,45,1400,1680
0,24,165,45,1366.25,1639.502
0,20,173,98,1966.25,2359.502
0,22,173,80,1776.25,2753.185
0,22,180,86,1880,3572.003
0,25,168,49,1420,1704
0,20,165,80,1736.25,2387.342
0,23,175,126,2243.75,2692.498
0,18,155,99,1873.75,2248.498
1,15,155,56,1292.75,1551.298
0,20,160,97,1875,2250
0,25,175,70,1673.75,2301.41
0,23,168,50,1440,1728
0,25,170,103,1972.5,2367
0,23,163,112,2028.75,2434.498
0,30,175,96,1908.75,2624.528
0,33,178,95,1902.5,2615.938
1,47,140,54,1019,1222.8
0,30,173,50,1436.25,1723.502
0,30,175,115,2098.75,2518.498
0,28,170,50,1427.5,1713
1,22,157,40,1110.25,1332.302
1,24,163,42,1157.75,1389.298
1,24,155,60,1287.75,1545.298
1,29,157,99,1665.25,1998.302
0,22,183,69,1728.75,3284.628
1,19,168,45,1244,1492.8
0,23,168,66,1600,3039.997
0,21,183,69,1733.75,2990.723
0,23,165,86,1781.25,2449.221
0,44,180,86,1770,2743.502
0,27,157,67,1521.25,1825.502
1,34,160,45,1119,1342.8
0,23,175,73,1713.75,2056.498
1,60,157,79,1310.25,1572.302
1,25,160,67,1384,2629.597
0,22,188,78,1850,2543.756
1,21,155,57,1272.75,1972.763
0,45,170,68,1522.5,2093.437
1,20,155,92,1627.75,2238.157
0,37,152,91,1680,2016
1,19,152,49,1184,2042.4
1,26,168,49,1249,1498.8
1,22,152,76,1439,1726.8
0,23,165,75,1671.25,2590.44
1,25,152,75,1414,1696.8
1,24,152,95,1619,1942.8
0,22,170,57,1527.5,2902.25
0,23,165,53,1451.25,1741.502
1,27,160,96,1664,1996.8
1,42,155,99,1587.75,1905.298
1,42,137,72,1205.25,1446.302
0,18,163,54,1473.75,1768.498
1,20,168,70,1489,1786.8
0,24,175,70,1678.75,2895.84
1,39,160,41,1054,1264.8
0,15,168,62,1600,2199.997
1,39,163,80,1462.75,1755.298
1,31,175,83,1607.75,1929.298
1,20,163,47,1227.75,1473.298
0,25,160,69,1570,1884
1,26,168,45,1209,1450.8
0,34,155,88,1683.75,2020.498
1,22,155,45,1147.75,1377.298
1,40,152,82,1409,1690.8
0,27,168,98,1900,2280
1,34,122,43,861.5,1033.8
0,55,165,77,1531.25,1837.502
1,20,163,55,1307.75,2255.872
0,24,173,55,1516.25,1819.502
0,44,165,103,1846.25,2215.502
1,20,152,65,1339,1606.8
1,26,140,55,1134,1360.8
0,25,173,95,1911.25,2293.502
0,56,173,53,1336.25,1603.502
0,21,170,66,1622.5,1947
0,22,183,78,1818.75,2500.779
0,22,178,50,1507.5,1809
1,21,160,64,1374,2129.702
1,21,165,90,1665.25,1998.302
1,22,160,70,1429,1714.8
0,46,173,107,1926.25,2311.502
0,23,175,69,1673.75,2008.498
0,23,155,103,1888.75,2266.498
0,25,165,47,1381.25,1657.502
1,27,157,45,1135.25,1362.302
0,33,168,51,1400,1680
1,32,160,47,1149,1378.8
1,22,145,94,1575.25,1890.302
0,23,185,96,2006.25,2758.593
1,26,163,45,1177.75,1413.298
0,21,157,70,1581.25,2174.218
1,18,155,79,1507.75,1809.298
0,24,168,94,1875,2250
1,30,157,100,1670.25,2004.302
0,25,165,45,1361.25,1633.502
1,47,142,75,1241.5,1489.8
1,29,152,90,1544,1852.8
1,28,155,89,1557.75,1869.298
0,23,163,62,1528.75,2102.036
1,19,157,76,1485.25,1782.302
0,22,173,52,1496.25,1795.502
0,39,168,50,1360,1632
0,38,168,108,1945,2334
0,20,168,78,1735,2385.625
1,26,152,70,1359,1868.619
0,22,173,74,1716.25,2660.185
0,21,165,53,1461.25,1753.502
0,28,160,69,1555,1866
0,22,168,57,1515,2348.251
1,20,165,76,1530.25,2371.887
1,18,152,94,1639,1966.8
0,23,173,59,1561.25,1873.502
1,42,163,69,1337.75,1605.298
1,25,145,59,1210.25,1664.098
0,20,175,96,1958.75,3036.062
1,25,173,57,1365.25,1638.302
1,21,155,55,1252.75,2160.993
0,24,168,70,1635,1962
1,22,135,53,1102.75,1516.283
0,25,163,47,1368.75,1642.498
1,22,157,56,1270.25,1524.302
1,24,163,75,1487.75,2045.661
0,30,173,90,1836.25,2203.502
0,43,168,74,1580,2448.997
1,25,155,75,1432.75,1719.298
0,21,165,55,1481.25,1777.502
1,23,160,70,1424,1708.8
0,21,175,71,1703.75,2044.498
0,23,165,49,1411.25,1693.502
1,30,147,60,1207.75,1449.298
0,24,165,74,1656.25,1987.502
0,30,157,115,1986.25,2383.502
0,20,165,44,1376.25,1651.502
1,27,160,97,1674,2008.8
0,22,185,84,1891.25,2269.502
0,22,157,64,1516.25,2084.843
1,22,165,55,1310.25,1572.302
1,22,145,86,1495.25,2055.964
0,25,155,80,1648.75,1978.498
1,28,152,60,1249,1498.8
1,21,157,49,1205.25,2289.972
1,37,163,47,1142.75,1371.298
0,22,173,101,1986.25,2731.092
1,18,152,49,1189,1426.8
1,47,140,72,1199,1438.8
0,24,165,110,2016.25,2419.502
1,24,157,45,1150.25,1380.302
1,25,157,75,1445.25,1734.302
1,25,152,89,1554,1864.8
0,26,165,50,1406.25,1687.502
1,26,155,87,1547.75,1857.298
1,22,160,43,1159,1390.8
0,25,155,40,1248.75,1498.498
1,22,170,74,1531.5,2641.837
0,21,168,49,1440,1728
0,27,165,114,2041.25,2449.502
0,22,173,85,1826.25,2830.684
0,24,147,69,1493.75,2315.313
0,24,165,120,2116.25,2539.502
1,25,147,54,1172.75,1407.298
0,22,170,65,1607.5,2210.313
1,22,160,96,1689,2026.8
0,27,170,70,1632.5,2530.378
1,22,152,73,1409,1690.8
0,18,163,41,1343.75,1612.498
0,22,160,118,2075,2490
0,24,175,79,1768.75,3360.625
0,28,168,88,1795,2154
0,15,160,49,1420,2697.997
